The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
COUNTRY,PRODUCT,FLOW,TIME,VALUE
IEAAM,RDDEURO,HGENCELL,2004,256.2
IEAAM,RDDEURO,HGENCELL,2005,481.4
IEAAM,RDDEURO,HGENCELL,2006,494.4
IEAAM,RDDEURO,HGENCELL,2007,459.4
IEAAM,RDDEURO,HGENCELL,2008,482.6
IEAAM,RDDEURO,HGENCELL,2009,508.3
IEAAM,RDDEURO,HGENCELL,2010,471.3
IEAAM,RDDEURO,HGENCELL,2011,366.8
IEAAM,RDDEURO,HGENCELL,2012,167.8
IEAAM,RDDEURO,HGENCELL,2013,187.6
IEAAM,RDDEURO,HGENCELL,2014,179.7
IEAAM,RDDEURO,HGENCELL,2015,155.2
IEAAM,RDDEURO,HGENCELL,2016,135.4
IEAAM,RDDEURO,HGENCELL,2017,133.3
IEAAM,RDDEURO,HGENCELL,2018,146.3
IEAAM,RDDEURO,HGENCELL,2019,145.4
IEAAM,RDDEURO,HGENCELL,2020,213.8
IEAAM,RDDEURO,HGENCELL,2021,154.0
IEAAM,RDDEURO,HGENCELL,2022,333.7
IEAAM,RDDEURO,MEMOLC,1974,3745.9
IEAAM,RDDEURO,MEMOLC,1975,4896.9
IEAAM,RDDEURO,MEMOLC,1976,5431.7
IEAAM,RDDEURO,MEMOLC,1977,7962.5
IEAAM,RDDEURO,MEMOLC,1978,9182.9
IEAAM,RDDEURO,MEMOLC,1979,10268.2
IEAAM,RDDEURO,MEMOLC,1980,9415.6
IEAAM,RDDEURO,MEMOLC,1981,7232.9
IEAAM,RDDEURO,MEMOLC,1982,6408.8
IEAAM,RDDEURO,MEMOLC,1983,6267.6
IEAAM,RDDEURO,MEMOLC,1984,5270.7
IEAAM,RDDEURO,MEMOLC,1985,5226.3
IEAAM,RDDEURO,MEMOLC,1986,4566.3
IEAAM,RDDEURO,MEMOLC,1987,4088.8
IEAAM,RDDEURO,MEMOLC,1988,3959.5
IEAAM,RDDEURO,MEMOLC,1989,3780.6
IEAAM,RDDEURO,MEMOLC,1990,3496.5
IEAAM,RDDEURO,MEMOLC,1991,3741.2
IEAAM,RDDEURO,MEMOLC,1992,3604.1
IEAAM,RDDEURO,MEMOLC,1993,3521.5
IEAAM,RDDEURO,MEMOLC,1994,3784.3
IEAAM,RDDEURO,MEMOLC,1995,3932.7
IEAAM,RDDEURO,MEMOLC,1996,3345.6
IEAAM,RDDEURO,MEMOLC,1997,3395.2
IEAAM,RDDEURO,MEMOLC,1998,3341.8
IEAAM,RDDEURO,MEMOLC,1999,3633.3
IEAAM,RDDEURO,MEMOLC,2000,3524.8
IEAAM,RDDEURO,MEMOLC,2001,4064.7
IEAAM,RDDEURO,MEMOLC,2002,3995.0
IEAAM,RDDEURO,MEMOLC,2003,3819.6
IEAAM,RDDEURO,MEMOLC,2004,3576.8
IEAAM,RDDEURO,MEMOLC,2005,4536.4
IEAAM,RDDEURO,MEMOLC,2006,4361.8
IEAAM,RDDEURO,MEMOLC,2007,5340.0
IEAAM,RDDEURO,MEMOLC,2008,5653.9
IEAAM,RDDEURO,MEMOLC,2009,11868.4
IEAAM,RDDEURO,MEMOLC,2010,6643.7
IEAAM,RDDEURO,MEMOLC,2011,8383.7
IEAAM,RDDEURO,MEMOLC,2012,8207.8
IEAAM,RDDEURO,MEMOLC,2013,7729.1
IEAAM,RDDEURO,MEMOLC,2014,7709.7
IEAAM,RDDEURO,MEMOLC,2015,7456.7
IEAAM,RDDEURO,MEMOLC,2016,7366.4
IEAAM,RDDEURO,MEMOLC,2017,7435.8
IEAAM,RDDEURO,MEMOLC,2018,8634.3
IEAAM,RDDEURO,MEMOLC,2019,9262.2
IEAAM,RDDEURO,MEMOLC,2020,9955.5
IEAAM,RDDEURO,MEMOLC,2021,9939.9
IEAAM,RDDEURO,MEMOLC,2022,9920.1
IEAAM,RDDEURO,MEMONLC,1974,425.3
IEAAM,RDDEURO,MEMONLC,1975,625.3
IEAAM,RDDEURO,MEMONLC,1976,1000.0
IEAAM,RDDEURO,MEMONLC,1977,1602.6
IEAAM,RDDEURO,MEMONLC,1978,1989.2
IEAAM,RDDEURO,MEMONLC,1979,1912.7
IEAAM,RDDEURO,MEMONLC,1980,2557.6
IEAAM,RDDEURO,MEMONLC,1981,2272.5
IEAAM,RDDEURO,MEMONLC,1982,1172.8
IEAAM,RDDEURO,MEMONLC,1983,910.3
IEAAM,RDDEURO,MEMONLC,1984,1002.9
IEAAM,RDDEURO,MEMONLC,1985,964.7
IEAAM,RDDEURO,MEMONLC,1986,1060.8
IEAAM,RDDEURO,MEMONLC,1987,838.6
IEAAM,RDDEURO,MEMONLC,1988,1152.6
IEAAM,RDDEURO,MEMONLC,1989,1095.4
IEAAM,RDDEURO,MEMONLC,1990,1855.1
IEAAM,RDDEURO,MEMONLC,1991,1608.8
IEAAM,RDDEURO,MEMONLC,1992,873.6
IEAAM,RDDEURO,MEMONLC,1993,808.0
IEAAM,RDDEURO,MEMONLC,1994,924.4
IEAAM,RDDEURO,MEMONLC,1995,596.3
IEAAM,RDDEURO,MEMONLC,1996,663.6
IEAAM,RDDEURO,MEMONLC,1997,340.4
IEAAM,RDDEURO,MEMONLC,1998,362.4
IEAAM,RDDEURO,MEMONLC,1999,396.2
IEAAM,RDDEURO,MEMONLC,2000,391.3
IEAAM,RDDEURO,MEMONLC,2001,618.6
IEAAM,RDDEURO,MEMONLC,2002,710.4
IEAAM,RDDEURO,MEMONLC,2003,697.4
IEAAM,RDDEURO,MEMONLC,2004,683.4
IEAAM,RDDEURO,MEMONLC,2005,699.1
IEAAM,RDDEURO,MEMONLC,2006,632.7
IEAAM,RDDEURO,MEMONLC,2007,726.6
IEAAM,RDDEURO,MEMONLC,2008,819.1
IEAAM,RDDEURO,MEMONLC,2009,1796.3
IEAAM,RDDEURO,MEMONLC,2010,750.9
IEAAM,RDDEURO,MEMONLC,2011,694.0
IEAAM,RDDEURO,MEMONLC,2012,707.1
IEAAM,RDDEURO,MEMONLC,2013,798.2
IEAAM,RDDEURO,MEMONLC,2014,587.6
IEAAM,RDDEURO,MEMONLC,2015,472.1
IEAAM,RDDEURO,MEMONLC,2016,550.7
IEAAM,RDDEURO,MEMONLC,2017,591.1
IEAAM,RDDEURO,MEMONLC,2018,648.4
IEAAM,RDDEURO,MEMONLC,2019,581.8
IEAAM,RDDEURO,MEMONLC,2020,549.8
IEAAM,RDDEURO,MEMONLC,2021,651.3
IEAAM,RDDEURO,MEMONLC,2022,221.1
IEAAM,RDDEURO,NUCLEAR,1974,3030.9
IEAAM,RDDEURO,NUCLEAR,1975,3916.1
IEAAM,RDDEURO,NUCLEAR,1976,3827.6
IEAAM,RDDEURO,NUCLEAR,1977,5056.8
IEAAM,RDDEURO,NUCLEAR,1978,5379.1
IEAAM,RDDEURO,NUCLEAR,1979,5718.9
IEAAM,RDDEURO,NUCLEAR,1980,4626.0
IEAAM,RDDEURO,NUCLEAR,1981,4289.1
IEAAM,RDDEURO,NUCLEAR,1982,4509.7
IEAAM,RDDEURO,NUCLEAR,1983,3890.5
IEAAM,RDDEURO,NUCLEAR,1984,3221.0
IEAAM,RDDEURO,NUCLEAR,1985,3009.4
IEAAM,RDDEURO,NUCLEAR,1986,2747.5
IEAAM,RDDEURO,NUCLEAR,1987,2457.2
IEAAM,RDDEURO,NUCLEAR,1988,2353.0
IEAAM,RDDEURO,NUCLEAR,1989,2001.1
IEAAM,RDDEURO,NUCLEAR,1990,1850.4
IEAAM,RDDEURO,NUCLEAR,1991,1769.8
IEAAM,RDDEURO,NUCLEAR,1992,1230.3
IEAAM,RDDEURO,NUCLEAR,1993,1022.5
IEAAM,RDDEURO,NUCLEAR,1994,956.7
IEAAM,RDDEURO,NUCLEAR,1995,985.3
IEAAM,RDDEURO,NUCLEAR,1996,633.0
IEAAM,RDDEURO,NUCLEAR,1997,604.1
IEAAM,RDDEURO,NUCLEAR,1998,516.0
IEAAM,RDDEURO,NUCLEAR,1999,484.9
IEAAM,RDDEURO,NUCLEAR,2000,512.1
IEAAM,RDDEURO,NUCLEAR,2001,522.8
IEAAM,RDDEURO,NUCLEAR,2002,509.4
IEAAM,RDDEURO,NUCLEAR,2003,606.7
IEAAM,RDDEURO,NUCLEAR,2004,622.6
IEAAM,RDDEURO,NUCLEAR,2005,1267.9
IEAAM,RDDEURO,NUCLEAR,2006,1113.3
IEAAM,RDDEURO,NUCLEAR,2007,1345.7
IEAAM,RDDEURO,NUCLEAR,2008,1444.2
IEAAM,RDDEURO,NUCLEAR,2009,1398.1
IEAAM,RDDEURO,NUCLEAR,2010,1437.8
IEAAM,RDDEURO,NUCLEAR,2011,1631.5
IEAAM,RDDEURO,NUCLEAR,2012,1031.0
IEAAM,RDDEURO,NUCLEAR,2013,965.4
IEAAM,RDDEURO,NUCLEAR,2014,1137.4
IEAAM,RDDEURO,NUCLEAR,2015,1174.0
IEAAM,RDDEURO,NUCLEAR,2016,1112.7
IEAAM,RDDEURO,NUCLEAR,2017,1119.6
IEAAM,RDDEURO,NUCLEAR,2018,1300.4
IEAAM,RDDEURO,NUCLEAR,2019,1520.9
IEAAM,RDDEURO,NUCLEAR,2020,1640.9
IEAAM,RDDEURO,NUCLEAR,2021,1980.9
IEAAM,RDDEURO,NUCLEAR,2022,1801.7
IEAAM,RDDEURO,OTHERPANDS,1974,128.3
IEAAM,RDDEURO,OTHERPANDS,1975,166.7
IEAAM,RDDEURO,OTHERPANDS,1976,195.0
IEAAM,RDDEURO,OTHERPANDS,1977,473.7
IEAAM,RDDEURO,OTHERPANDS,1978,628.3
IEAAM,RDDEURO,OTHERPANDS,1979,928.2
IEAAM,RDDEURO,OTHERPANDS,1980,328.8
IEAAM,RDDEURO,OTHERPANDS,1981,177.4
IEAAM,RDDEURO,OTHERPANDS,1982,193.5
IEAAM,RDDEURO,OTHERPANDS,1983,146.2
IEAAM,RDDEURO,OTHERPANDS,1984,143.8
IEAAM,RDDEURO,OTHERPANDS,1985,152.0
IEAAM,RDDEURO,OTHERPANDS,1986,125.8
IEAAM,RDDEURO,OTHERPANDS,1987,103.6
IEAAM,RDDEURO,OTHERPANDS,1988,113.5
IEAAM,RDDEURO,OTHERPANDS,1989,104.3
IEAAM,RDDEURO,OTHERPANDS,1990,109.3
IEAAM,RDDEURO,OTHERPANDS,1991,106.4
IEAAM,RDDEURO,OTHERPANDS,1992,87.7
IEAAM,RDDEURO,OTHERPANDS,1993,91.5
IEAAM,RDDEURO,OTHERPANDS,1994,215.4
IEAAM,RDDEURO,OTHERPANDS,1995,237.2
IEAAM,RDDEURO,OTHERPANDS,1996,213.3
IEAAM,RDDEURO,OTHERPANDS,1997,211.6
IEAAM,RDDEURO,OTHERPANDS,1998,211.0
IEAAM,RDDEURO,OTHERPANDS,1999,209.9
IEAAM,RDDEURO,OTHERPANDS,2000,219.6
IEAAM,RDDEURO,OTHERPANDS,2001,240.1
IEAAM,RDDEURO,OTHERPANDS,2002,257.7
IEAAM,RDDEURO,OTHERPANDS,2003,300.1
IEAAM,RDDEURO,OTHERPANDS,2004,173.1
IEAAM,RDDEURO,OTHERPANDS,2005,227.0
IEAAM,RDDEURO,OTHERPANDS,2006,209.3
IEAAM,RDDEURO,OTHERPANDS,2007,187.0
IEAAM,RDDEURO,OTHERPANDS,2008,179.0
IEAAM,RDDEURO,OTHERPANDS,2009,1241.1
IEAAM,RDDEURO,OTHERPANDS,2010,409.3
IEAAM,RDDEURO,OTHERPANDS,2011,300.0
IEAAM,RDDEURO,OTHERPANDS,2012,206.0
IEAAM,RDDEURO,OTHERPANDS,2013,236.2
IEAAM,RDDEURO,OTHERPANDS,2014,449.6
IEAAM,RDDEURO,OTHERPANDS,2015,383.7
IEAAM,RDDEURO,OTHERPANDS,2016,280.3
IEAAM,RDDEURO,OTHERPANDS,2017,313.4
IEAAM,RDDEURO,OTHERPANDS,2018,277.6
IEAAM,RDDEURO,OTHERPANDS,2019,528.4
IEAAM,RDDEURO,OTHERPANDS,2020,612.2
IEAAM,RDDEURO,OTHERPANDS,2021,567.3
IEAAM,RDDEURO,OTHERPANDS,2022,601.3
IEAAM,RDDEURO,OTHERTECH,1974,533.3
IEAAM,RDDEURO,OTHERTECH,1975,586.4
IEAAM,RDDEURO,OTHERTECH,1976,946.6
IEAAM,RDDEURO,OTHERTECH,1977,1195.5
IEAAM,RDDEURO,OTHERTECH,1978,1345.4
IEAAM,RDDEURO,OTHERTECH,1979,1169.5
IEAAM,RDDEURO,OTHERTECH,1980,1540.0
IEAAM,RDDEURO,OTHERTECH,1981,214.5
IEAAM,RDDEURO,OTHERTECH,1982,291.1
IEAAM,RDDEURO,OTHERTECH,1983,849.4
IEAAM,RDDEURO,OTHERTECH,1984,779.3
IEAAM,RDDEURO,OTHERTECH,1985,908.4
IEAAM,RDDEURO,OTHERTECH,1986,858.9
IEAAM,RDDEURO,OTHERTECH,1987,767.3
IEAAM,RDDEURO,OTHERTECH,1988,858.6
IEAAM,RDDEURO,OTHERTECH,1989,1059.4
IEAAM,RDDEURO,OTHERTECH,1990,909.5
IEAAM,RDDEURO,OTHERTECH,1991,1120.6
IEAAM,RDDEURO,OTHERTECH,1992,1479.2
IEAAM,RDDEURO,OTHERTECH,1993,1590.9
IEAAM,RDDEURO,OTHERTECH,1994,1403.7
IEAAM,RDDEURO,OTHERTECH,1995,1307.3
IEAAM,RDDEURO,OTHERTECH,1996,1384.5
IEAAM,RDDEURO,OTHERTECH,1997,1543.9
IEAAM,RDDEURO,OTHERTECH,1998,1457.4
IEAAM,RDDEURO,OTHERTECH,1999,1672.6
IEAAM,RDDEURO,OTHERTECH,2000,1536.8
IEAAM,RDDEURO,OTHERTECH,2001,1935.2
IEAAM,RDDEURO,OTHERTECH,2002,1849.4
IEAAM,RDDEURO,OTHERTECH,2003,1818.1
IEAAM,RDDEURO,OTHERTECH,2004,1719.2
IEAAM,RDDEURO,OTHERTECH,2005,1319.0
IEAAM,RDDEURO,OTHERTECH,2006,1339.3
IEAAM,RDDEURO,OTHERTECH,2007,1567.9
IEAAM,RDDEURO,OTHERTECH,2008,1677.0
IEAAM,RDDEURO,OTHERTECH,2009,23.7
IEAAM,RDDEURO,OTHERTECH,2010,179.8
IEAAM,RDDEURO,OTHERTECH,2011,2712.2
IEAAM,RDDEURO,OTHERTECH,2012,2971.4
IEAAM,RDDEURO,OTHERTECH,2013,2829.4
IEAAM,RDDEURO,OTHERTECH,2014,2715.2
IEAAM,RDDEURO,OTHERTECH,2015,2632.9
IEAAM,RDDEURO,OTHERTECH,2016,2514.4
IEAAM,RDDEURO,OTHERTECH,2017,2507.3
IEAAM,RDDEURO,OTHERTECH,2018,2840.3
IEAAM,RDDEURO,OTHERTECH,2019,2851.5
IEAAM,RDDEURO,OTHERTECH,2020,2965.2
IEAAM,RDDEURO,OTHERTECH,2021,2712.3
IEAAM,RDDEURO,OTHERTECH,2022,2867.8
IEAAM,RDDEURO,RENEWABLE,1974,46.8
IEAAM,RDDEURO,RENEWABLE,1975,193.6
IEAAM,RDDEURO,RENEWABLE,1976,365.7
IEAAM,RDDEURO,RENEWABLE,1977,897.1
IEAAM,RDDEURO,RENEWABLE,1978,1376.4
IEAAM,RDDEURO,RENEWABLE,1979,1854.5
IEAAM,RDDEURO,RENEWABLE,1980,2019.8
IEAAM,RDDEURO,RENEWABLE,1981,1873.6
IEAAM,RDDEURO,RENEWABLE,1982,950.0
IEAAM,RDDEURO,RENEWABLE,1983,745.9
IEAAM,RDDEURO,RENEWABLE,1984,616.3
IEAAM,RDDEURO,RENEWABLE,1985,532.8
IEAAM,RDDEURO,RENEWABLE,1986,386.1
IEAAM,RDDEURO,RENEWABLE,1987,350.9
IEAAM,RDDEURO,RENEWABLE,1988,279.2
IEAAM,RDDEURO,RENEWABLE,1989,245.0
IEAAM,RDDEURO,RENEWABLE,1990,225.0
IEAAM,RDDEURO,RENEWABLE,1991,293.4
IEAAM,RDDEURO,RENEWABLE,1992,250.4
IEAAM,RDDEURO,RENEWABLE,1993,228.1
IEAAM,RDDEURO,RENEWABLE,1994,400.9
IEAAM,RDDEURO,RENEWABLE,1995,480.2
IEAAM,RDDEURO,RENEWABLE,1996,359.7
IEAAM,RDDEURO,RENEWABLE,1997,335.9
IEAAM,RDDEURO,RENEWABLE,1998,409.5
IEAAM,RDDEURO,RENEWABLE,1999,429.7
IEAAM,RDDEURO,RENEWABLE,2000,362.7
IEAAM,RDDEURO,RENEWABLE,2001,411.3
IEAAM,RDDEURO,RENEWABLE,2002,404.3
IEAAM,RDDEURO,RENEWABLE,2003,409.0
IEAAM,RDDEURO,RENEWABLE,2004,384.1
IEAAM,RDDEURO,RENEWABLE,2005,400.0
IEAAM,RDDEURO,RENEWABLE,2006,358.9
IEAAM,RDDEURO,RENEWABLE,2007,802.8
IEAAM,RDDEURO,RENEWABLE,2008,667.4
IEAAM,RDDEURO,RENEWABLE,2009,2958.1
IEAAM,RDDEURO,RENEWABLE,2010,1798.1
IEAAM,RDDEURO,RENEWABLE,2011,1606.0
IEAAM,RDDEURO,RENEWABLE,2012,2002.7
IEAAM,RDDEURO,RENEWABLE,2013,1288.3
IEAAM,RDDEURO,RENEWABLE,2014,1204.2
IEAAM,RDDEURO,RENEWABLE,2015,1187.4
IEAAM,RDDEURO,RENEWABLE,2016,969.1
IEAAM,RDDEURO,RENEWABLE,2017,899.4
IEAAM,RDDEURO,RENEWABLE,2018,962.8
IEAAM,RDDEURO,RENEWABLE,2019,1114.5
IEAAM,RDDEURO,RENEWABLE,2020,1150.1
IEAAM,RDDEURO,RENEWABLE,2021,1193.0
IEAAM,RDDEURO,RENEWABLE,2022,1121.9
IEAAM,RDDEURO,TOTAL,1974,4173.2
IEAAM,RDDEURO,TOTAL,1975,5521.5
IEAAM,RDDEURO,TOTAL,1976,6433.0
IEAAM,RDDEURO,TOTAL,1977,9564.1
IEAAM,RDDEURO,TOTAL,1978,11172.2
IEAAM,RDDEURO,TOTAL,1979,12181.4
IEAAM,RDDEURO,TOTAL,1980,11973.0
IEAAM,RDDEURO,TOTAL,1981,9505.4
IEAAM,RDDEURO,TOTAL,1982,7581.4
IEAAM,RDDEURO,TOTAL,1983,7177.8
IEAAM,RDDEURO,TOTAL,1984,6273.5
IEAAM,RDDEURO,TOTAL,1985,6191.1
IEAAM,RDDEURO,TOTAL,1986,5627.1
IEAAM,RDDEURO,TOTAL,1987,4927.5
IEAAM,RDDEURO,TOTAL,1988,5112.1
IEAAM,RDDEURO,TOTAL,1989,4875.9
IEAAM,RDDEURO,TOTAL,1990,5351.5
IEAAM,RDDEURO,TOTAL,1991,5350.0
IEAAM,RDDEURO,TOTAL,1992,4477.7
IEAAM,RDDEURO,TOTAL,1993,4329.5
IEAAM,RDDEURO,TOTAL,1994,4708.8
IEAAM,RDDEURO,TOTAL,1995,4529.1
IEAAM,RDDEURO,TOTAL,1996,4009.3
IEAAM,RDDEURO,TOTAL,1997,3735.7
IEAAM,RDDEURO,TOTAL,1998,3704.2
IEAAM,RDDEURO,TOTAL,1999,4029.6
IEAAM,RDDEURO,TOTAL,2000,3916.1
IEAAM,RDDEURO,TOTAL,2001,4683.4
IEAAM,RDDEURO,TOTAL,2002,4705.5
IEAAM,RDDEURO,TOTAL,2003,4517.0
IEAAM,RDDEURO,TOTAL,2004,4516.2
IEAAM,RDDEURO,TOTAL,2005,5235.4
IEAAM,RDDEURO,TOTAL,2006,4994.6
IEAAM,RDDEURO,TOTAL,2007,6066.5
IEAAM,RDDEURO,TOTAL,2008,6472.9
IEAAM,RDDEURO,TOTAL,2009,13664.7
IEAAM,RDDEURO,TOTAL,2010,7394.6
IEAAM,RDDEURO,TOTAL,2011,9077.8
IEAAM,RDDEURO,TOTAL,2012,8914.9
IEAAM,RDDEURO,TOTAL,2013,8527.3
IEAAM,RDDEURO,TOTAL,2014,8297.2
IEAAM,RDDEURO,TOTAL,2015,7928.8
IEAAM,RDDEURO,TOTAL,2016,7917.0
IEAAM,RDDEURO,TOTAL,2017,8026.9
IEAAM,RDDEURO,TOTAL,2018,9282.7
IEAAM,RDDEURO,TOTAL,2019,9844.1
IEAAM,RDDEURO,TOTAL,2020,10505.3
IEAAM,RDDEURO,TOTAL,2021,10591.2
IEAAM,RDDEURO,TOTAL,2022,10141.1
IEAAM,RDDEURO,UNALLOC,2016,195.6
IEAAM,RDDEURO,UNALLOC,2017,135.5
IEAAM,RDDEURO,UNALLOC,2018,92.5
IEAAM,RDDEURO,UNALLOC,2019,90.8
IEAAM,RDDEURO,UNALLOC,2020,89.7
IEAAM,RDDEURO,UNALLOC,2021,85.8
IEAAM,RDDEURO,UNALLOC,2022,91.6
IEAAM,RDDUSD,EFFICIENCY,1974,7.0
IEAAM,RDDUSD,EFFICIENCY,1975,35.8
IEAAM,RDDUSD,EFFICIENCY,1976,101.8
IEAAM,RDDUSD,EFFICIENCY,1977,356.9
IEAAM,RDDUSD,EFFICIENCY,1978,477.1
IEAAM,RDDUSD,EFFICIENCY,1979,627.9
IEAAM,RDDUSD,EFFICIENCY,1980,947.5
IEAAM,RDDUSD,EFFICIENCY,1981,713.4
IEAAM,RDDUSD,EFFICIENCY,1982,488.5
IEAAM,RDDUSD,EFFICIENCY,1983,668.5
IEAAM,RDDUSD,EFFICIENCY,1984,536.6
IEAAM,RDDUSD,EFFICIENCY,1985,656.0
IEAAM,RDDUSD,EFFICIENCY,1986,471.1
