The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
COUNTRY,PRODUCT,TIME,VALUE
AUSTRIA,GDPDEF,2014,97.751
AUSTRIA,GDPDEF,2015,100.0
AUSTRIA,GDPDEF,2016,101.848
AUSTRIA,GDPDEF,2017,102.872
AUSTRIA,GDPDEF,2018,104.763
AUSTRIA,GDPDEF,2019,106.384
AUSTRIA,GDPDEF,2020,109.106
AUSTRIA,GDPDEF,2021,111.226
AUSTRIA,GDPDEF,2022,116.737
AUSTRIA,GDPNCN,1974,47075.0
AUSTRIA,GDPNCN,1975,49933.0
AUSTRIA,GDPNCN,1976,55156.0
AUSTRIA,GDPNCN,1977,60971.0
AUSTRIA,GDPNCN,1978,64489.0
AUSTRIA,GDPNCN,1979,70739.0
AUSTRIA,GDPNCN,1980,75980.0
AUSTRIA,GDPNCN,1981,80885.0
AUSTRIA,GDPNCN,1982,86824.0
AUSTRIA,GDPNCN,1983,92523.0
AUSTRIA,GDPNCN,1984,97131.0
AUSTRIA,GDPNCN,1985,102372.0
AUSTRIA,GDPNCN,1986,107602.0
AUSTRIA,GDPNCN,1987,111721.0
AUSTRIA,GDPNCN,1988,119625.0
AUSTRIA,GDPNCN,1989,127959.0
AUSTRIA,GDPNCN,1990,137525.0
AUSTRIA,GDPNCN,1991,147439.0
AUSTRIA,GDPNCN,1992,155762.0
AUSTRIA,GDPNCN,1993,160900.0
AUSTRIA,GDPNCN,1994,168925.0
AUSTRIA,GDPNCN,1995,176578.0
AUSTRIA,GDPNCN,1996,182541.0
AUSTRIA,GDPNCN,1997,188724.0
AUSTRIA,GDPNCN,1998,196347.0
AUSTRIA,GDPNCN,1999,203851.0
AUSTRIA,GDPNCN,2000,213606.0
AUSTRIA,GDPNCN,2001,220525.0
AUSTRIA,GDPNCN,2002,226735.0
AUSTRIA,GDPNCN,2003,231863.0
AUSTRIA,GDPNCN,2004,242348.0
AUSTRIA,GDPNCN,2005,254075.0
AUSTRIA,GDPNCN,2006,267824.0
AUSTRIA,GDPNCN,2007,283978.0
AUSTRIA,GDPNCN,2008,293762.0
AUSTRIA,GDPNCN,2009,288044.0
AUSTRIA,GDPNCN,2010,295897.0
AUSTRIA,GDPNCN,2011,310129.0
AUSTRIA,GDPNCN,2012,318653.0
AUSTRIA,GDPNCN,2013,323910.0
AUSTRIA,GDPNCN,2014,333146.0
AUSTRIA,GDPNCN,2015,344269.0
AUSTRIA,GDPNCN,2016,357608.0
AUSTRIA,GDPNCN,2017,369362.0
AUSTRIA,GDPNCN,2018,385274.0
AUSTRIA,GDPNCN,2019,397170.0
AUSTRIA,GDPNCN,2020,381043.0
AUSTRIA,GDPNCN,2021,406149.0
AUSTRIA,GDPNCN,2022,447571.0
AUSTRIA,PPP,1974,..
AUSTRIA,PPP,1975,..
AUSTRIA,PPP,1976,..
AUSTRIA,PPP,1977,..
AUSTRIA,PPP,1978,..
AUSTRIA,PPP,1979,..
AUSTRIA,PPP,1980,0.898
AUSTRIA,PPP,1981,0.874
AUSTRIA,PPP,1982,0.867
AUSTRIA,PPP,1983,0.865
AUSTRIA,PPP,1984,0.873
AUSTRIA,PPP,1985,0.872
AUSTRIA,PPP,1986,0.878
AUSTRIA,PPP,1987,0.875
AUSTRIA,PPP,1988,0.897
AUSTRIA,PPP,1989,0.888
AUSTRIA,PPP,1990,0.882
AUSTRIA,PPP,1991,0.884
AUSTRIA,PPP,1992,0.895
AUSTRIA,PPP,1993,0.898
AUSTRIA,PPP,1994,0.901
AUSTRIA,PPP,1995,0.899
AUSTRIA,PPP,1996,0.891
AUSTRIA,PPP,1997,0.887
AUSTRIA,PPP,1998,0.881
AUSTRIA,PPP,1999,0.871
AUSTRIA,PPP,2000,0.864
AUSTRIA,PPP,2001,0.861
AUSTRIA,PPP,2002,0.857
AUSTRIA,PPP,2003,0.852
AUSTRIA,PPP,2004,0.844
AUSTRIA,PPP,2005,0.839
AUSTRIA,PPP,2006,0.829
AUSTRIA,PPP,2007,0.826
AUSTRIA,PPP,2008,0.826
AUSTRIA,PPP,2009,0.836
AUSTRIA,PPP,2010,0.833
AUSTRIA,PPP,2011,0.831
AUSTRIA,PPP,2012,0.814
AUSTRIA,PPP,2013,0.797
AUSTRIA,PPP,2014,0.799
AUSTRIA,PPP,2015,0.799
AUSTRIA,PPP,2016,0.777
AUSTRIA,PPP,2017,0.77
AUSTRIA,PPP,2018,0.766
AUSTRIA,PPP,2019,0.764
AUSTRIA,PPP,2020,0.774
AUSTRIA,PPP,2021,0.755
AUSTRIA,PPP,2022,0.74
AUSTRIA,USEXRMEI,1974,1.358
AUSTRIA,USEXRMEI,1975,1.266
AUSTRIA,USEXRMEI,1976,1.304
AUSTRIA,USEXRMEI,1977,1.201
AUSTRIA,USEXRMEI,1978,1.056
AUSTRIA,USEXRMEI,1979,0.972
AUSTRIA,USEXRMEI,1980,0.94
AUSTRIA,USEXRMEI,1981,1.157
AUSTRIA,USEXRMEI,1982,1.24
AUSTRIA,USEXRMEI,1983,1.306
AUSTRIA,USEXRMEI,1984,1.454
AUSTRIA,USEXRMEI,1985,1.503
AUSTRIA,USEXRMEI,1986,1.11
AUSTRIA,USEXRMEI,1987,0.919
AUSTRIA,USEXRMEI,1988,0.897
AUSTRIA,USEXRMEI,1989,0.962
AUSTRIA,USEXRMEI,1990,0.826
AUSTRIA,USEXRMEI,1991,0.848
AUSTRIA,USEXRMEI,1992,0.799
AUSTRIA,USEXRMEI,1993,0.845
AUSTRIA,USEXRMEI,1994,0.83
AUSTRIA,USEXRMEI,1995,0.733
AUSTRIA,USEXRMEI,1996,0.769
AUSTRIA,USEXRMEI,1997,0.886
AUSTRIA,USEXRMEI,1998,0.899
AUSTRIA,USEXRMEI,1999,0.939
AUSTRIA,USEXRMEI,2000,1.085
AUSTRIA,USEXRMEI,2001,1.117
AUSTRIA,USEXRMEI,2002,1.061
AUSTRIA,USEXRMEI,2003,0.885
AUSTRIA,USEXRMEI,2004,0.805
AUSTRIA,USEXRMEI,2005,0.805
AUSTRIA,USEXRMEI,2006,0.797
AUSTRIA,USEXRMEI,2007,0.73
AUSTRIA,USEXRMEI,2008,0.684
AUSTRIA,USEXRMEI,2009,0.72
AUSTRIA,USEXRMEI,2010,0.755
AUSTRIA,USEXRMEI,2011,0.719
AUSTRIA,USEXRMEI,2012,0.778
AUSTRIA,USEXRMEI,2013,0.753
AUSTRIA,USEXRMEI,2014,0.754
AUSTRIA,USEXRMEI,2015,0.901
AUSTRIA,USEXRMEI,2016,0.904
AUSTRIA,USEXRMEI,2017,0.887
AUSTRIA,USEXRMEI,2018,0.847
AUSTRIA,USEXRMEI,2019,0.893
AUSTRIA,USEXRMEI,2020,0.878
AUSTRIA,USEXRMEI,2021,0.846
AUSTRIA,USEXRMEI,2022,0.951
BELGIUM,GDPDEF,1974,27.8
BELGIUM,GDPDEF,1975,31.384
BELGIUM,GDPDEF,1976,33.761
BELGIUM,GDPDEF,1977,36.286
BELGIUM,GDPDEF,1978,37.891
BELGIUM,GDPDEF,1979,39.598
BELGIUM,GDPDEF,1980,41.232
BELGIUM,GDPDEF,1981,43.351
BELGIUM,GDPDEF,1982,46.633
BELGIUM,GDPDEF,1983,49.25
BELGIUM,GDPDEF,1984,51.929
BELGIUM,GDPDEF,1985,54.331
BELGIUM,GDPDEF,1986,55.851
BELGIUM,GDPDEF,1987,56.792
BELGIUM,GDPDEF,1988,58.024
BELGIUM,GDPDEF,1989,60.807
BELGIUM,GDPDEF,1990,62.517
BELGIUM,GDPDEF,1991,64.316
BELGIUM,GDPDEF,1992,66.518
BELGIUM,GDPDEF,1993,69.174
BELGIUM,GDPDEF,1994,70.623
BELGIUM,GDPDEF,1995,73.536
BELGIUM,GDPDEF,1996,73.887
BELGIUM,GDPDEF,1997,74.446
BELGIUM,GDPDEF,1998,75.791
BELGIUM,GDPDEF,1999,76.244
BELGIUM,GDPDEF,2000,77.781
BELGIUM,GDPDEF,2001,79.323
BELGIUM,GDPDEF,2002,80.624
BELGIUM,GDPDEF,2003,82.116
BELGIUM,GDPDEF,2004,83.688
BELGIUM,GDPDEF,2005,85.431
BELGIUM,GDPDEF,2006,87.366
BELGIUM,GDPDEF,2007,89.054
BELGIUM,GDPDEF,2008,90.753
BELGIUM,GDPDEF,2009,91.238
BELGIUM,GDPDEF,2010,92.964
BELGIUM,GDPDEF,2011,94.644
BELGIUM,GDPDEF,2012,96.5
BELGIUM,GDPDEF,2013,97.727
BELGIUM,GDPDEF,2014,98.687
BELGIUM,GDPDEF,2015,100.0
BELGIUM,GDPDEF,2016,101.921
BELGIUM,GDPDEF,2017,103.786
BELGIUM,GDPDEF,2018,105.395
BELGIUM,GDPDEF,2019,107.251
BELGIUM,GDPDEF,2020,108.871
BELGIUM,GDPDEF,2021,112.057
BELGIUM,GDPDEF,2022,119.546
BELGIUM,GDPNCN,1974,52597.0
BELGIUM,GDPNCN,1975,58209.0
BELGIUM,GDPNCN,1976,66158.0
BELGIUM,GDPNCN,1977,71551.0
BELGIUM,GDPNCN,1978,76839.0
BELGIUM,GDPNCN,1979,82181.0
BELGIUM,GDPNCN,1980,89375.0
BELGIUM,GDPNCN,1981,93706.0
BELGIUM,GDPNCN,1982,101399.0
BELGIUM,GDPNCN,1983,107425.0
BELGIUM,GDPNCN,1984,116061.0
BELGIUM,GDPNCN,1985,123436.0
BELGIUM,GDPNCN,1986,129202.0
BELGIUM,GDPNCN,1987,134409.0
BELGIUM,GDPNCN,1988,143810.0
BELGIUM,GDPNCN,1989,155938.0
BELGIUM,GDPNCN,1990,165353.0
BELGIUM,GDPNCN,1991,173228.0
BELGIUM,GDPNCN,1992,181903.0
BELGIUM,GDPNCN,1993,187346.0
BELGIUM,GDPNCN,1994,197442.0
BELGIUM,GDPNCN,1995,210489.0
BELGIUM,GDPNCN,1996,214288.0
BELGIUM,GDPNCN,1997,224101.0
BELGIUM,GDPNCN,1998,232624.0
BELGIUM,GDPNCN,1999,242306.0
BELGIUM,GDPNCN,2000,256376.0
BELGIUM,GDPNCN,2001,264335.0
BELGIUM,GDPNCN,2002,273255.0
BELGIUM,GDPNCN,2003,281201.0
BELGIUM,GDPNCN,2004,296820.0
BELGIUM,GDPNCN,2005,310037.0
BELGIUM,GDPNCN,2006,325151.0
BELGIUM,GDPNCN,2007,343619.0
BELGIUM,GDPNCN,2008,351742.0
BELGIUM,GDPNCN,2009,346473.0
BELGIUM,GDPNCN,2010,363140.0
BELGIUM,GDPNCN,2011,375968.0
BELGIUM,GDPNCN,2012,386175.0
BELGIUM,GDPNCN,2013,392880.0
BELGIUM,GDPNCN,2014,403004.0
BELGIUM,GDPNCN,2015,416702.0
BELGIUM,GDPNCN,2016,430085.0
BELGIUM,GDPNCN,2017,445050.0
BELGIUM,GDPNCN,2018,460051.0
BELGIUM,GDPNCN,2019,478645.0
BELGIUM,GDPNCN,2020,459826.0
BELGIUM,GDPNCN,2021,502312.0
BELGIUM,GDPNCN,2022,552446.0
BELGIUM,PPP,1974,..
BELGIUM,PPP,1975,..
BELGIUM,PPP,1976,..
BELGIUM,PPP,1977,..
BELGIUM,PPP,1978,..
BELGIUM,PPP,1979,..
BELGIUM,PPP,1980,0.842
BELGIUM,PPP,1981,0.809
BELGIUM,PPP,1982,0.819
BELGIUM,PPP,1983,0.833
BELGIUM,PPP,1984,0.848
BELGIUM,PPP,1985,0.86
BELGIUM,PPP,1986,0.866
BELGIUM,PPP,1987,0.86
BELGIUM,PPP,1988,0.848
BELGIUM,PPP,1989,0.855
BELGIUM,PPP,1990,0.848
BELGIUM,PPP,1991,0.844
BELGIUM,PPP,1992,0.853
BELGIUM,PPP,1993,0.867
BELGIUM,PPP,1994,0.866
BELGIUM,PPP,1995,0.883
BELGIUM,PPP,1996,0.872
BELGIUM,PPP,1997,0.863
BELGIUM,PPP,1998,0.869
BELGIUM,PPP,1999,0.862
BELGIUM,PPP,2000,0.86
BELGIUM,PPP,2001,0.858
BELGIUM,PPP,2002,0.859
BELGIUM,PPP,2003,0.858
BELGIUM,PPP,2004,0.851
BELGIUM,PPP,2005,0.842
BELGIUM,PPP,2006,0.836
BELGIUM,PPP,2007,0.829
BELGIUM,PPP,2008,0.829
BELGIUM,PPP,2009,0.828
BELGIUM,PPP,2010,0.834
BELGIUM,PPP,2011,0.832
BELGIUM,PPP,2012,0.822
BELGIUM,PPP,2013,0.806
BELGIUM,PPP,2014,0.8
BELGIUM,PPP,2015,0.8
BELGIUM,PPP,2016,0.781
BELGIUM,PPP,2017,0.773
BELGIUM,PPP,2018,0.766
BELGIUM,PPP,2019,0.766
BELGIUM,PPP,2020,0.768
BELGIUM,PPP,2021,0.756
BELGIUM,PPP,2022,0.754
BELGIUM,USEXRMEI,1974,0.966
BELGIUM,USEXRMEI,1975,0.912
BELGIUM,USEXRMEI,1976,0.957
BELGIUM,USEXRMEI,1977,0.889
BELGIUM,USEXRMEI,1978,0.781
BELGIUM,USEXRMEI,1979,0.727
BELGIUM,USEXRMEI,1980,0.725
BELGIUM,USEXRMEI,1981,0.921
BELGIUM,USEXRMEI,1982,1.133
BELGIUM,USEXRMEI,1983,1.267
BELGIUM,USEXRMEI,1984,1.432
BELGIUM,USEXRMEI,1985,1.473
BELGIUM,USEXRMEI,1986,1.108
BELGIUM,USEXRMEI,1987,0.926
BELGIUM,USEXRMEI,1988,0.912
BELGIUM,USEXRMEI,1989,0.977
BELGIUM,USEXRMEI,1990,0.829
BELGIUM,USEXRMEI,1991,0.847
BELGIUM,USEXRMEI,1992,0.797
BELGIUM,USEXRMEI,1993,0.856
BELGIUM,USEXRMEI,1994,0.829
BELGIUM,USEXRMEI,1995,0.731
BELGIUM,USEXRMEI,1996,0.768
BELGIUM,USEXRMEI,1997,0.886
BELGIUM,USEXRMEI,1998,0.9
BELGIUM,USEXRMEI,1999,0.939
BELGIUM,USEXRMEI,2000,1.085
BELGIUM,USEXRMEI,2001,1.117
BELGIUM,USEXRMEI,2002,1.061
BELGIUM,USEXRMEI,2003,0.885
BELGIUM,USEXRMEI,2004,0.805
BELGIUM,USEXRMEI,2005,0.805
BELGIUM,USEXRMEI,2006,0.797
BELGIUM,USEXRMEI,2007,0.73
BELGIUM,USEXRMEI,2008,0.684
BELGIUM,USEXRMEI,2009,0.72
BELGIUM,USEXRMEI,2010,0.755
BELGIUM,USEXRMEI,2011,0.719
BELGIUM,USEXRMEI,2012,0.778
BELGIUM,USEXRMEI,2013,0.753
BELGIUM,USEXRMEI,2014,0.754
BELGIUM,USEXRMEI,2015,0.901
BELGIUM,USEXRMEI,2016,0.904
BELGIUM,USEXRMEI,2017,0.887
BELGIUM,USEXRMEI,2018,0.847
BELGIUM,USEXRMEI,2019,0.893
BELGIUM,USEXRMEI,2020,0.878
BELGIUM,USEXRMEI,2021,0.846
BELGIUM,USEXRMEI,2022,0.951
BRAZIL,GDPDEF,1974,..
BRAZIL,GDPDEF,1975,..
BRAZIL,GDPDEF,1976,..
BRAZIL,GDPDEF,1977,..
BRAZIL,GDPDEF,1978,..
BRAZIL,GDPDEF,1979,..
BRAZIL,GDPDEF,1980,..
BRAZIL,GDPDEF,1981,..
BRAZIL,GDPDEF,1982,..
BRAZIL,GDPDEF,1983,..
BRAZIL,GDPDEF,1984,..
BRAZIL,GDPDEF,1985,..
BRAZIL,GDPDEF,1986,..
BRAZIL,GDPDEF,1987,..
BRAZIL,GDPDEF,1988,..
BRAZIL,GDPDEF,1991,0.002
BRAZIL,GDPDEF,1992,0.02
BRAZIL,GDPDEF,1993,0.428
BRAZIL,GDPDEF,1994,10.278
BRAZIL,GDPDEF,1995,19.891
BRAZIL,GDPDEF,1996,23.562
BRAZIL,GDPDEF,1997,25.383
BRAZIL,GDPDEF,1998,26.633
BRAZIL,GDPDEF,1999,28.766
BRAZIL,GDPDEF,2000,30.379
BRAZIL,GDPDEF,2001,32.878
BRAZIL,GDPDEF,2002,36.099
BRAZIL,GDPDEF,2003,41.186
BRAZIL,GDPDEF,2004,44.379
BRAZIL,GDPDEF,2005,47.676
BRAZIL,GDPDEF,2006,50.906
BRAZIL,GDPDEF,2007,54.184
BRAZIL,GDPDEF,2008,58.941
BRAZIL,GDPDEF,2009,63.251
BRAZIL,GDPDEF,2010,68.579
BRAZIL,GDPDEF,2011,74.284
BRAZIL,GDPDEF,2012,80.185
BRAZIL,GDPDEF,2013,86.202
BRAZIL,GDPDEF,2014,92.966
BRAZIL,GDPDEF,2015,100.0
BRAZIL,GDPDEF,2016,108.104
BRAZIL,GDPDEF,2017,112.073
BRAZIL,GDPDEF,2018,117.108
BRAZIL,GDPDEF,2019,122.056
BRAZIL,GDPDEF,2020,129.956
BRAZIL,GDPDEF,2021,144.75
BRAZIL,GDPDEF,2022,156.74
BRAZIL,GDPNCN,1974,..
BRAZIL,GDPNCN,1975,..
BRAZIL,GDPNCN,1976,..
BRAZIL,GDPNCN,1977,..
BRAZIL,GDPNCN,1978,..
BRAZIL,GDPNCN,1979,..
BRAZIL,GDPNCN,1980,..
BRAZIL,GDPNCN,1981,..
