The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
COUNTRY,PRODUCT,FLOW,TIME,VALUE
AUSTRIA,PRDDEURO,TOTAL,2023,..
AUSTRIA,PRDDEURO,UNALLOC,2013,..
AUSTRIA,PRDDEURO,UNALLOC,2014,..
AUSTRIA,PRDDEURO,UNALLOC,2015,566.174
AUSTRIA,PRDDEURO,UNALLOC,2016,..
AUSTRIA,PRDDEURO,UNALLOC,2017,772.785
AUSTRIA,PRDDEURO,UNALLOC,2018,..
AUSTRIA,PRDDEURO,UNALLOC,2019,718.414
AUSTRIA,PRDDEURO,UNALLOC,2020,..
AUSTRIA,PRDDEURO,UNALLOC,2021,..
AUSTRIA,PRDDEURO,UNALLOC,2022,..
AUSTRIA,PRDDEURO,UNALLOC,2023,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2013,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2014,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2015,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2016,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2017,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2018,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2019,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2020,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2021,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2022,..
AUSTRIA,PRDDNCREAL,EFFICIENCY,2023,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2013,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2014,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2015,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2016,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2017,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2018,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2019,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2020,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2021,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2022,..
AUSTRIA,PRDDNCREAL,FOSSILFUEL,2023,..
AUSTRIA,PRDDNCREAL,HGENCELL,2013,..
AUSTRIA,PRDDNCREAL,HGENCELL,2014,..
AUSTRIA,PRDDNCREAL,HGENCELL,2015,..
AUSTRIA,PRDDNCREAL,HGENCELL,2016,..
AUSTRIA,PRDDNCREAL,HGENCELL,2017,..
AUSTRIA,PRDDNCREAL,HGENCELL,2018,..
AUSTRIA,PRDDNCREAL,HGENCELL,2019,..
AUSTRIA,PRDDNCREAL,HGENCELL,2020,..
AUSTRIA,PRDDNCREAL,HGENCELL,2021,..
AUSTRIA,PRDDNCREAL,HGENCELL,2022,..
AUSTRIA,PRDDNCREAL,HGENCELL,2023,..
AUSTRIA,PRDDNCREAL,MEMOLC,2013,..
AUSTRIA,PRDDNCREAL,MEMOLC,2014,..
AUSTRIA,PRDDNCREAL,MEMOLC,2015,566.174
AUSTRIA,PRDDNCREAL,MEMOLC,2016,..
AUSTRIA,PRDDNCREAL,MEMOLC,2017,772.785
AUSTRIA,PRDDNCREAL,MEMOLC,2018,..
AUSTRIA,PRDDNCREAL,MEMOLC,2019,718.414
AUSTRIA,PRDDNCREAL,MEMOLC,2020,..
AUSTRIA,PRDDNCREAL,MEMOLC,2021,..
AUSTRIA,PRDDNCREAL,MEMOLC,2022,..
AUSTRIA,PRDDNCREAL,MEMOLC,2023,..
AUSTRIA,PRDDNCREAL,MEMONLC,2013,..
AUSTRIA,PRDDNCREAL,MEMONLC,2014,..
AUSTRIA,PRDDNCREAL,MEMONLC,2015,..
AUSTRIA,PRDDNCREAL,MEMONLC,2016,..
AUSTRIA,PRDDNCREAL,MEMONLC,2017,..
AUSTRIA,PRDDNCREAL,MEMONLC,2018,..
AUSTRIA,PRDDNCREAL,MEMONLC,2019,..
AUSTRIA,PRDDNCREAL,MEMONLC,2020,..
AUSTRIA,PRDDNCREAL,MEMONLC,2021,..
AUSTRIA,PRDDNCREAL,MEMONLC,2022,..
AUSTRIA,PRDDNCREAL,MEMONLC,2023,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2013,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2014,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2015,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2016,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2017,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2018,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2019,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2020,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2021,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2022,..
AUSTRIA,PRDDNCREAL,NUCLEAR,2023,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2013,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2014,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2015,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2016,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2017,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2018,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2019,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2020,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2021,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2022,..
AUSTRIA,PRDDNCREAL,OTHERPANDS,2023,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2013,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2014,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2015,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2016,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2017,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2018,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2019,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2020,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2021,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2022,..
AUSTRIA,PRDDNCREAL,OTHERTECH,2023,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2013,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2014,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2015,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2016,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2017,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2018,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2019,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2020,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2021,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2022,..
AUSTRIA,PRDDNCREAL,RENEWABLE,2023,..
AUSTRIA,PRDDNCREAL,TOTAL,2013,..
AUSTRIA,PRDDNCREAL,TOTAL,2014,..
AUSTRIA,PRDDNCREAL,TOTAL,2015,566.174
AUSTRIA,PRDDNCREAL,TOTAL,2016,..
AUSTRIA,PRDDNCREAL,TOTAL,2017,772.785
AUSTRIA,PRDDNCREAL,TOTAL,2018,..
AUSTRIA,PRDDNCREAL,TOTAL,2019,718.414
AUSTRIA,PRDDNCREAL,TOTAL,2020,..
AUSTRIA,PRDDNCREAL,TOTAL,2021,..
AUSTRIA,PRDDNCREAL,TOTAL,2022,..
AUSTRIA,PRDDNCREAL,TOTAL,2023,..
AUSTRIA,PRDDNCREAL,UNALLOC,2013,..
AUSTRIA,PRDDNCREAL,UNALLOC,2014,..
AUSTRIA,PRDDNCREAL,UNALLOC,2015,566.174
AUSTRIA,PRDDNCREAL,UNALLOC,2016,..
AUSTRIA,PRDDNCREAL,UNALLOC,2017,772.785
AUSTRIA,PRDDNCREAL,UNALLOC,2018,..
AUSTRIA,PRDDNCREAL,UNALLOC,2019,718.414
AUSTRIA,PRDDNCREAL,UNALLOC,2020,..
AUSTRIA,PRDDNCREAL,UNALLOC,2021,..
AUSTRIA,PRDDNCREAL,UNALLOC,2022,..
AUSTRIA,PRDDNCREAL,UNALLOC,2023,..
AUSTRIA,PRDDUSD,EFFICIENCY,2013,..
AUSTRIA,PRDDUSD,EFFICIENCY,2014,..
AUSTRIA,PRDDUSD,EFFICIENCY,2015,..
AUSTRIA,PRDDUSD,EFFICIENCY,2016,..
AUSTRIA,PRDDUSD,EFFICIENCY,2017,..
AUSTRIA,PRDDUSD,EFFICIENCY,2018,..
AUSTRIA,PRDDUSD,EFFICIENCY,2019,..
AUSTRIA,PRDDUSD,EFFICIENCY,2020,..
AUSTRIA,PRDDUSD,EFFICIENCY,2021,..
AUSTRIA,PRDDUSD,EFFICIENCY,2022,..
AUSTRIA,PRDDUSD,EFFICIENCY,2023,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2013,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2014,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2015,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2016,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2017,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2018,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2019,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2020,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2021,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2022,..
AUSTRIA,PRDDUSD,FOSSILFUEL,2023,..
AUSTRIA,PRDDUSD,HGENCELL,2013,..
AUSTRIA,PRDDUSD,HGENCELL,2014,..
AUSTRIA,PRDDUSD,HGENCELL,2015,..
AUSTRIA,PRDDUSD,HGENCELL,2016,..
AUSTRIA,PRDDUSD,HGENCELL,2017,..
AUSTRIA,PRDDUSD,HGENCELL,2018,..
AUSTRIA,PRDDUSD,HGENCELL,2019,..
AUSTRIA,PRDDUSD,HGENCELL,2020,..
AUSTRIA,PRDDUSD,HGENCELL,2021,..
AUSTRIA,PRDDUSD,HGENCELL,2022,..
AUSTRIA,PRDDUSD,HGENCELL,2023,..
AUSTRIA,PRDDUSD,MEMOLC,2013,..
AUSTRIA,PRDDUSD,MEMOLC,2014,..
AUSTRIA,PRDDUSD,MEMOLC,2015,595.422
AUSTRIA,PRDDUSD,MEMOLC,2016,..
AUSTRIA,PRDDUSD,MEMOLC,2017,812.705
AUSTRIA,PRDDUSD,MEMOLC,2018,..
AUSTRIA,PRDDUSD,MEMOLC,2019,755.525
AUSTRIA,PRDDUSD,MEMOLC,2020,..
AUSTRIA,PRDDUSD,MEMOLC,2021,..
AUSTRIA,PRDDUSD,MEMOLC,2022,..
AUSTRIA,PRDDUSD,MEMOLC,2023,..
AUSTRIA,PRDDUSD,MEMONLC,2013,..
AUSTRIA,PRDDUSD,MEMONLC,2014,..
AUSTRIA,PRDDUSD,MEMONLC,2015,..
AUSTRIA,PRDDUSD,MEMONLC,2016,..
AUSTRIA,PRDDUSD,MEMONLC,2017,..
AUSTRIA,PRDDUSD,MEMONLC,2018,..
AUSTRIA,PRDDUSD,MEMONLC,2019,..
AUSTRIA,PRDDUSD,MEMONLC,2020,..
AUSTRIA,PRDDUSD,MEMONLC,2021,..
AUSTRIA,PRDDUSD,MEMONLC,2022,..
AUSTRIA,PRDDUSD,MEMONLC,2023,..
AUSTRIA,PRDDUSD,NUCLEAR,2013,..
AUSTRIA,PRDDUSD,NUCLEAR,2014,..
AUSTRIA,PRDDUSD,NUCLEAR,2015,..
AUSTRIA,PRDDUSD,NUCLEAR,2016,..
AUSTRIA,PRDDUSD,NUCLEAR,2017,..
AUSTRIA,PRDDUSD,NUCLEAR,2018,..
AUSTRIA,PRDDUSD,NUCLEAR,2019,..
AUSTRIA,PRDDUSD,NUCLEAR,2020,..
AUSTRIA,PRDDUSD,NUCLEAR,2021,..
AUSTRIA,PRDDUSD,NUCLEAR,2022,..
AUSTRIA,PRDDUSD,NUCLEAR,2023,..
AUSTRIA,PRDDUSD,OTHERPANDS,2013,..
AUSTRIA,PRDDUSD,OTHERPANDS,2014,..
AUSTRIA,PRDDUSD,OTHERPANDS,2015,..
AUSTRIA,PRDDUSD,OTHERPANDS,2016,..
AUSTRIA,PRDDUSD,OTHERPANDS,2017,..
AUSTRIA,PRDDUSD,OTHERPANDS,2018,..
AUSTRIA,PRDDUSD,OTHERPANDS,2019,..
AUSTRIA,PRDDUSD,OTHERPANDS,2020,..
AUSTRIA,PRDDUSD,OTHERPANDS,2021,..
AUSTRIA,PRDDUSD,OTHERPANDS,2022,..
AUSTRIA,PRDDUSD,OTHERPANDS,2023,..
AUSTRIA,PRDDUSD,OTHERTECH,2013,..
AUSTRIA,PRDDUSD,OTHERTECH,2014,..
AUSTRIA,PRDDUSD,OTHERTECH,2015,..
AUSTRIA,PRDDUSD,OTHERTECH,2016,..
AUSTRIA,PRDDUSD,OTHERTECH,2017,..
AUSTRIA,PRDDUSD,OTHERTECH,2018,..
AUSTRIA,PRDDUSD,OTHERTECH,2019,..
AUSTRIA,PRDDUSD,OTHERTECH,2020,..
AUSTRIA,PRDDUSD,OTHERTECH,2021,..
AUSTRIA,PRDDUSD,OTHERTECH,2022,..
AUSTRIA,PRDDUSD,OTHERTECH,2023,..
AUSTRIA,PRDDUSD,RENEWABLE,2013,..
AUSTRIA,PRDDUSD,RENEWABLE,2014,..
AUSTRIA,PRDDUSD,RENEWABLE,2015,..
AUSTRIA,PRDDUSD,RENEWABLE,2016,..
AUSTRIA,PRDDUSD,RENEWABLE,2017,..
AUSTRIA,PRDDUSD,RENEWABLE,2018,..
AUSTRIA,PRDDUSD,RENEWABLE,2019,..
AUSTRIA,PRDDUSD,RENEWABLE,2020,..
AUSTRIA,PRDDUSD,RENEWABLE,2021,..
AUSTRIA,PRDDUSD,RENEWABLE,2022,..
AUSTRIA,PRDDUSD,RENEWABLE,2023,..
AUSTRIA,PRDDUSD,TOTAL,2013,..
AUSTRIA,PRDDUSD,TOTAL,2014,..
AUSTRIA,PRDDUSD,TOTAL,2015,595.422
AUSTRIA,PRDDUSD,TOTAL,2016,..
AUSTRIA,PRDDUSD,TOTAL,2017,812.705
AUSTRIA,PRDDUSD,TOTAL,2018,..
AUSTRIA,PRDDUSD,TOTAL,2019,755.525
AUSTRIA,PRDDUSD,TOTAL,2020,..
AUSTRIA,PRDDUSD,TOTAL,2021,..
AUSTRIA,PRDDUSD,TOTAL,2022,..
AUSTRIA,PRDDUSD,TOTAL,2023,..
AUSTRIA,PRDDUSD,UNALLOC,2013,..
AUSTRIA,PRDDUSD,UNALLOC,2014,..
AUSTRIA,PRDDUSD,UNALLOC,2015,595.422
AUSTRIA,PRDDUSD,UNALLOC,2016,..
AUSTRIA,PRDDUSD,UNALLOC,2017,812.705
AUSTRIA,PRDDUSD,UNALLOC,2018,..
AUSTRIA,PRDDUSD,UNALLOC,2019,755.525
AUSTRIA,PRDDUSD,UNALLOC,2020,..
AUSTRIA,PRDDUSD,UNALLOC,2021,..
AUSTRIA,PRDDUSD,UNALLOC,2022,..
AUSTRIA,PRDDUSD,UNALLOC,2023,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2013,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2014,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2015,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2016,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2017,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2018,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2019,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2020,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2021,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2022,..
AUSTRIA,PRDDUSDPPP,EFFICIENCY,2023,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2013,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2014,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2015,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2016,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2017,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2018,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2019,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2020,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2021,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2022,..
AUSTRIA,PRDDUSDPPP,FOSSILFUEL,2023,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2013,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2014,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2015,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2016,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2017,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2018,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2019,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2020,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2021,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2022,..
AUSTRIA,PRDDUSDPPP,HGENCELL,2023,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2013,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2014,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2015,765.101
AUSTRIA,PRDDUSDPPP,MEMOLC,2016,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2017,1044.304
AUSTRIA,PRDDUSDPPP,MEMOLC,2018,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2019,970.829
AUSTRIA,PRDDUSDPPP,MEMOLC,2020,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2021,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2022,..
AUSTRIA,PRDDUSDPPP,MEMOLC,2023,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2013,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2014,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2015,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2016,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2017,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2018,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2019,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2020,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2021,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2022,..
AUSTRIA,PRDDUSDPPP,MEMONLC,2023,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2013,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2014,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2015,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2016,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2017,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2018,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2019,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2020,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2021,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2022,..
AUSTRIA,PRDDUSDPPP,NUCLEAR,2023,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2013,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2014,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2015,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2016,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2017,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2018,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2019,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2020,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2021,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2022,..
AUSTRIA,PRDDUSDPPP,OTHERPANDS,2023,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2013,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2014,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2015,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2016,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2017,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2018,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2019,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2020,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2021,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2022,..
AUSTRIA,PRDDUSDPPP,OTHERTECH,2023,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2013,..
AUSTRIA,PRDDUSDPPP,RENEWABLE,2014,..
